row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
11,86,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23453079,SUPPORTED,REFUTED,0.2,COMMIT,full,clean,0,full,1430,300,explicit_numeric,623,21,644,1,,[],p1SuZ5x-fdNmn-a3bc0ea2efaea2b1,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:21:54.670589+00:00,2026-09-16T01:21:55.584484+00:00,0.914,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
12,93,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,14518645,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,891,300,explicit_numeric,536,20,556,1,,[],p1SubRt-fdNmn-a3bc0ed41dc1fbd3,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:02.543004+00:00,2026-09-16T01:22:03.468600+00:00,0.926,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
13,98,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21084567,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1105,300,explicit_numeric,567,20,587,1,,[],p1SueS4-4YNCb4-a3bc0f13797b5b53,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:12.686922+00:00,2026-09-16T01:22:13.388913+00:00,0.702,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
14,105,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11601252,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1018,300,explicit_numeric,562,20,582,1,,[],p1Sugvz-fdNmn-a3bc0f47ac9c46f9,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:21.053256+00:00,2026-09-16T01:22:22.003554+00:00,0.95,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
15,118,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20577124,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1561,300,explicit_numeric,685,20,705,1,,[],p1Sum9x-4YNCb4-a3bc0fa0cf1bdfaf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:35.332137+00:00,2026-09-16T01:22:36.442497+00:00,1.11,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
16,125,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16647887,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,full,932,300,explicit_numeric,528,21,549,1,,[],p1Suogh-4YNCb4-a3bc0fd608778ea6,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:43.803341+00:00,2026-09-16T01:22:44.943281+00:00,1.14,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
17,130,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24019262,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1508,300,explicit_numeric,665,20,685,1,,[],p1Suqfk-4YNCb4-a3bc0fffca06efec,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:50.469473+00:00,2026-09-16T01:22:51.324272+00:00,0.855,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
18,137,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18670651,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1276,300,explicit_numeric,656,20,676,1,,[],p1Sut33-4YNCb4-a3bc10317b605e1b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:22:58.454431+00:00,2026-09-16T01:22:59.585826+00:00,1.131,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
19,150,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15137012,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1085,300,explicit_numeric,587,21,608,1,,[],p1Suy1M-fdNmn-a3bc10999edca25d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:15.102322+00:00,2026-09-16T01:23:16.174377+00:00,1.072,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
20,157,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11380492,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,2400,300,explicit_numeric,847,20,867,1,,[],p1Sv1R9-4YNCb4-a3bc10ccb9d4c521,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:23.240793+00:00,2026-09-16T01:23:24.256077+00:00,1.015,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
21,162,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17274051,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1364,300,explicit_numeric,692,21,713,1,,[],p1Sv3SM-fdNmn-a3bc10f6eb4befec,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:30.002831+00:00,2026-09-16T01:23:30.817941+00:00,0.815,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
22,169,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,12846929,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1372,300,explicit_numeric,617,20,637,1,,[],p1Sv5sq-fdNmn-a3bc112a3e5088df,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:38.293652+00:00,2026-09-16T01:23:39.165555+00:00,0.872,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
23,182,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18948835,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1184,300,explicit_numeric,604,20,624,1,,[],p1SvA7h-4YNCb4-a3bc11839b90a260,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:23:52.527846+00:00,2026-09-16T01:23:54.269135+00:00,1.741,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
24,189,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23052500,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,full,1480,300,explicit_numeric,693,20,713,1,,[],p1SvCok-fdNmn-a3bc11bbfdc2f2b5,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:01.542265+00:00,2026-09-16T01:24:02.460490+00:00,0.918,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
25,194,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25488308,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,full,1794,300,explicit_numeric,729,20,749,1,,[],p1SvEZk-4YNCb4-a3bc11e12c0aa275,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:07.477717+00:00,2026-09-16T01:24:08.300776+00:00,0.823,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
26,201,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24946973,INCONCLUSIVE,REFUTED,0.2,COMMIT,full,clean,0,full,1290,300,explicit_numeric,659,21,680,1,,[],p1SvGnV-4YNCb4-a3bc120fcae25e1b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:14.961257+00:00,2026-09-16T01:24:16.294151+00:00,1.333,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
27,214,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,27456836,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1530,300,explicit_numeric,734,20,754,1,,[],p1SvMV2-4YNCb4-a3bc12728938ff27,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:30.725738+00:00,2026-09-16T01:24:32.464989+00:00,1.739,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
28,221,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17244100,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1377,300,explicit_numeric,615,20,635,1,,[],p1SvQC7-fdNmn-a3bc12ab49d2a2a4,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:39.840611+00:00,2026-09-16T01:24:40.654035+00:00,0.813,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
29,226,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23347337,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1389,300,explicit_numeric,640,20,660,1,,[],p1SvRtX-4YNCb4-a3bc12cf2d80a26d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:45.572374+00:00,2026-09-16T01:24:46.902254+00:00,1.33,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
30,233,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24098953,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1016,300,explicit_numeric,568,20,588,1,,[],p1SvUP3-fdNmn-a3bc130368f9e09b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:24:53.935348+00:00,2026-09-16T01:24:54.684338+00:00,0.749,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
31,246,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25274085,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,full,1572,300,explicit_numeric,686,20,706,1,,[],p1SvYnM-fdNmn-a3bc135fede0a311,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:08.709639+00:00,2026-09-16T01:25:09.634077+00:00,0.924,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
32,253,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,12913878,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,829,300,explicit_numeric,554,20,574,1,,[],p1Svayk-4YNCb4-a3bc138e2cf30026,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:16.132750+00:00,2026-09-16T01:25:17.500358+00:00,1.368,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
33,258,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16097998,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1155,300,explicit_numeric,554,20,574,1,,[],p1SvczA-fdNmn-a3bc13b83c785933,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:22.873392+00:00,2026-09-16T01:25:23.748407+00:00,0.875,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
34,265,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10593212,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1142,300,explicit_numeric,544,21,565,1,,[],p1SvfT9-4YNCb4-a3bc13ec6c7c88df,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:31.243415+00:00,2026-09-16T01:25:32.266532+00:00,1.023,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
35,278,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22012962,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1416,300,explicit_numeric,639,20,659,1,,[],p1SvkdB-4YNCb4-a3bc14590921a2b4,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:48.655317+00:00,2026-09-16T01:25:49.569528+00:00,0.914,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
36,285,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,8910148,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1585,300,explicit_numeric,714,20,734,1,,[],p1Svo3g-fdNmn-a3bc148bdc257499,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:25:56.742865+00:00,2026-09-16T01:25:57.562242+00:00,0.819,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
37,290,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20337874,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,full,1158,300,explicit_numeric,585,20,605,1,,[],p1SvpmC-4YNCb4-a3bc14afe9aac6cd,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:02.479596+00:00,2026-09-16T01:26:03.297346+00:00,0.818,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
38,297,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15052394,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1515,300,explicit_numeric,615,21,636,1,,[],p1Svsb8-fdNmn-a3bc14eb3ce2a298,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:12.000295+00:00,2026-09-16T01:26:13.431247+00:00,1.431,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
39,310,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18439500,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,full,2239,300,explicit_numeric,886,20,906,1,,[],p1SvxQu-4YNCb4-a3bc1550ed112544,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:28.274696+00:00,2026-09-16T01:26:29.055157+00:00,0.78,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
40,317,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,27491658,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,502,300,explicit_numeric,435,20,455,1,,[],p1SvzVj-fdNmn-a3bc157c8caca315,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:35.243497+00:00,2026-09-16T01:26:36.472426+00:00,1.229,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
41,322,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16962519,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,full,1254,300,explicit_numeric,660,21,681,1,,[],p1Sw298-4YNCb4-a3bc159f6c269507,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:40.779432+00:00,2026-09-16T01:26:41.796616+00:00,1.017,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
42,329,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,9199905,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1132,300,explicit_numeric,656,20,676,1,,[],p1Sw4KJ-fdNmn-a3bc15ccd8acd7a3,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:26:48.098777+00:00,2026-09-16T01:26:48.860308+00:00,0.762,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
43,342,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,14745753,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,929,300,explicit_numeric,536,20,556,1,,[],p1Sw8oA-4YNCb4-a3bc162b38a7dd26,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:03.204959+00:00,2026-09-16T01:27:04.222259+00:00,1.017,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
44,349,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23506394,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1377,300,explicit_numeric,611,20,631,1,,[],p1SwBE5-4YNCb4-a3bc165e5dd0255a,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:11.389420+00:00,2026-09-16T01:27:12.106971+00:00,0.718,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
45,354,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20064872,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1395,300,explicit_numeric,776,20,796,1,,[],p1SwCyX-4YNCb4-a3bc16830f2b0aa4,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:17.272522+00:00,2026-09-16T01:27:18.252311+00:00,0.98,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
46,361,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22683044,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1418,300,explicit_numeric,669,20,689,1,,[],p1SwFDn-fdNmn-a3bc16b22e42aa1d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:24.798239+00:00,2026-09-16T01:27:25.583029+00:00,0.785,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
47,374,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23870157,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1571,300,explicit_numeric,643,20,663,1,,[],p1SwKvn-4YNCb4-a3bc17155ae61801,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:40.683212+00:00,2026-09-16T01:27:42.215129+00:00,1.532,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
48,381,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20401819,SUPPORTED,INCONCLUSIVE,0.6,SEEK_EVIDENCE,full,clean,0,full,944,300,explicit_numeric,511,24,535,1,,[],p1SwNJL-4YNCb4-a3bc17473b542df2,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:48.662018+00:00,2026-09-16T01:27:49.688147+00:00,1.026,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.6
ACTION: SEEK_EVIDENCE",67
49,386,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22117569,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1373,300,explicit_numeric,558,20,578,1,,[],p1SwQ6t-4YNCb4-a3bc176d1b61ff27,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:27:54.727433+00:00,2026-09-16T01:27:55.831673+00:00,1.104,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
50,393,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,10811329,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1230,300,explicit_numeric,657,20,677,1,,[],p1SwT4N-4YNCb4-a3bc17ab4aa8a24b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:04.636864+00:00,2026-09-16T01:28:05.562053+00:00,0.925,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
51,406,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23224030,SUPPORTED,REFUTED,0.2,COMMIT,full,clean,0,full,1482,300,explicit_numeric,680,21,701,1,,[],p1SwXpd-fdNmn-a3bc180f09dc4c37,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:20.611822+00:00,2026-09-16T01:28:22.045736+00:00,1.434,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
52,413,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24318956,SUPPORTED,REFUTED,0.2,COMMIT,full,clean,0,full,1255,300,explicit_numeric,632,21,653,1,,[],p1SwaGb-4YNCb4-a3bc18426c6a3189,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:28.816341+00:00,2026-09-16T01:28:29.728397+00:00,0.912,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
53,418,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24014276,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1621,300,explicit_numeric,697,20,717,1,,[],p1Swdjz-4YNCb4-a3bc188bdc784e9c,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:40.384187+00:00,2026-09-16T01:28:41.501464+00:00,1.117,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
54,425,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26561905,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,full,1302,300,explicit_numeric,595,20,615,1,,[],p1Swg7p-4YNCb4-a3bc18bdcd4a5683,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:28:48.571085+00:00,2026-09-16T01:28:49.390390+00:00,0.819,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
55,438,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23806388,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,full,1513,300,explicit_numeric,672,20,692,1,,[],p1SwkUS-fdNmn-a3bc19192cfaa296,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:29:03.116432+00:00,2026-09-16T01:29:04.029785+00:00,0.913,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
56,445,C2,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,7482275,REFUTED,INCONCLUSIVE,0.6,SEEK_EVIDENCE,full,clean,0,full,1365,300,explicit_numeric,606,24,630,1,,[],p1SwnqD-fdNmn-a3bc194aabdbdfaf,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:29:11.103373+00:00,2026-09-16T01:29:12.221076+00:00,1.118,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.6
ACTION: SEEK_EVIDENCE",67
